OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
TJS-22,2025-290A,2026-03-14T03:07:11.995680,1.00273515,.00028657,1.7625,285.5163,0.4759,359.0157,0,U,66990,999,107,0,-.9E-7,0
2025-292A,2025-292A,2026-03-14T22:59:42.968544,15.05513595,.00143336,97.6372,150.5984,322.9053,37.1182,0,U,66993,999,1426,.46060172E-3,.658E-4,0
THE ARAB SATELLITE 813,2025-292B,2026-03-14T22:50:43.018656,15.05661579,.00138262,97.6391,150.6200,323.7571,36.2717,0,U,66994,999,1426,.48589105E-3,.6972E-4,0
2025-292C,2025-292C,2026-03-14T22:53:16.878048,15.05690026,.00139268,97.6377,150.6051,321.8996,38.1245,0,U,66995,999,1426,.5328205E-3,.7659E-4,0
2025-292D,2025-292D,2026-03-14T23:00:04.804416,15.05394130,.00135856,97.6373,150.5947,325.3922,34.6419,0,U,66996,999,1426,.39007275E-3,.5543E-4,0
2025-292E,2025-292E,2026-03-14T22:43:46.905024,15.05658916,.00137681,97.6399,150.6342,327.7587,32.2797,0,U,66997,999,1425,.3787287E-3,.5419E-4,0
2025-292F,2025-292F,2026-03-14T22:16:31.941408,15.05906736,.00136521,97.6415,150.6827,331.6834,28.3649,0,U,66998,999,1426,.47401497E-3,.6845E-4,0
2025-292G,2025-292G,2026-03-14T22:17:47.715072,15.05946012,.00144599,97.6425,150.6926,336.1667,23.8889,0,U,66999,999,1426,.47631983E-3,.6888E-4,0
2025-292H,2025-292H,2026-03-14T21:58:44.103936,15.06448923,.00139149,97.6434,150.7278,329.9491,30.0936,0,U,67000,999,1413,.52967019E-3,.7771E-4,0
2025-292J,2025-292J,2026-03-14T21:27:13.547520,15.05607589,.00144942,97.6404,150.5707,318.9451,41.0684,0,U,67001,999,1425,.5498621E-3,.789E-4,0
STARLINK-35660,2025-293A,2026-03-14T18:26:57.466752,14.98342771,.00031689,70.0022,81.8506,271.6067,88.4729,0,U,67003,999,1564,.62772108E-3,.7407E-4,0
STARLINK-35913,2025-293B,2026-03-14T17:38:52.064448,14.98336286,.00037296,70.0005,81.7346,269.7641,90.3091,0,U,67004,999,1564,.36226567E-3,.4233E-4,0
STARLINK-36148,2025-293C,2026-03-14T10:02:14.809344,14.98334497,.00030801,70.0000,82.6360,271.0907,88.9900,0,U,67005,999,1559,.4473552E-3,.5249E-4,0
STARLINK-36156,2025-293D,2026-03-14T18:14:56.026752,14.98338700,.00038468,70.0003,81.8216,267.3523,92.7196,0,U,67006,999,1564,.40768701E-3,.4776E-4,0
STARLINK-36123,2025-293E,2026-03-14T17:14:49.419456,14.98346099,.00035434,70.0009,81.6750,275.4556,84.6199,0,U,67007,999,1564,.45658496E-3,.5361E-4,0
STARLINK-36163,2025-293F,2026-03-14T17:50:53.745504,14.98324157,.00032834,70.0039,81.7657,267.8032,92.2751,0,U,67008,999,1564,-.16918627E-3,-.2111E-4,0
STARLINK-36118,2025-293G,2026-03-14T17:26:50.582976,14.98337528,.00044833,70.0006,81.7039,272.4099,87.6547,0,U,67009,999,1564,.27805175E-3,.3227E-4,0
STARLINK-36189,2025-293H,2026-03-14T10:32:17.407968,14.98334066,.00031569,70.0004,82.3047,279.1770,80.9031,0,U,67010,999,1560,.12617972E-2,.14997E-3,0
STARLINK-36167,2025-293J,2026-03-14T10:38:16.096704,14.98341147,.00035486,70.0004,82.3189,271.5764,88.4988,0,U,67011,999,1560,.39218969E-3,.4591E-4,0
STARLINK-36175,2025-293K,2026-03-14T18:20:56.859936,14.98342220,.0002872,70.0008,81.8354,272.7459,87.3372,0,U,67012,999,1564,.6802765E-3,.8036E-4,0
STARLINK-35856,2025-293L,2026-03-14T10:08:15.284832,14.98336127,.00035242,70.0000,82.6492,271.0834,88.9921,0,U,67013,999,1559,.2697871E-3,.3128E-4,0
STARLINK-36207,2025-293M,2026-03-14T09:56:14.850528,14.98347742,.00031907,70.0002,82.6187,271.5216,88.5578,0,U,67014,999,1559,.42955062E-3,.5038E-4,0
STARLINK-36093,2025-293N,2026-03-14T17:32:51.930240,14.98348013,.00029149,70.0014,81.7162,270.8665,89.2161,0,U,67015,999,1564,.50941489E-3,.5993E-4,0
STARLINK-36120,2025-293P,2026-03-14T17:44:52.660896,14.98337573,.00038734,70.0001,81.7469,269.2147,90.8568,0,U,67016,999,1564,.29114289E-3,.3383E-4,0
STARLINK-35498,2025-293Q,2026-03-14T17:20:49.652160,14.98371165,.0003064,70.0004,81.6889,271.2945,88.7863,0,U,67017,999,1564,.11310336E-2,.13443E-3,0
STARLINK-36106,2025-293R,2026-03-14T17:08:48.967296,14.98341144,.00031095,70.0007,81.6574,272.3850,87.6953,0,U,67018,999,1564,.32612556E-3,.3802E-4,0
STARLINK-35688,2025-293S,2026-03-14T18:27:11.762496,14.98343264,.00029177,70.0017,81.8501,275.1717,84.9109,0,U,67019,999,1564,.46655409E-3,.548E-4,0
STARLINK-36172,2025-293T,2026-03-14T17:39:05.786496,14.98337788,.00028963,70.0008,81.7330,273.6250,86.4578,0,U,67020,999,1563,.38254377E-3,.4475E-4,0
STARLINK-36184,2025-293U,2026-03-14T10:02:28.995360,14.98355986,.0003051,70.0001,82.6339,273.6890,86.3920,0,U,67021,999,1559,.4856884E-3,.5711E-4,0
STARLINK-36209,2025-293V,2026-03-14T17:15:04.914432,14.98356892,.0003109,70.0011,81.6718,277.2781,82.8025,0,U,67022,999,1564,.81555236E-3,.9658E-4,0
STARLINK-36191,2025-293W,2026-03-14T18:15:10.360512,14.98340164,.00034723,70.0004,81.8204,273.3641,86.7121,0,U,67023,999,1564,.38239578E-3,.4474E-4,0
STARLINK-36192,2025-293X,2026-03-14T17:51:07.845120,14.98341107,.00026868,70.0011,81.7598,269.9055,90.1796,0,U,67024,999,1564,.61296918E-3,.723E-4,0
STARLINK-36178,2025-293Y,2026-03-14T17:27:06.236064,14.98341706,.00032983,70.0003,81.7026,269.8411,90.2370,0,U,67025,999,1564,.51211041E-3,.6025E-4,0
STARLINK-36176,2025-293Z,2026-03-14T10:32:31.647552,14.98334281,.00032016,70.0003,82.3022,269.2010,90.8783,0,U,67026,999,1559,.11028579E-2,.13092E-3,0
STARLINK-36171,2025-293AA,2026-03-14T10:38:30.339744,14.98336849,.00036489,70.0006,82.3192,270.5103,89.5638,0,U,67027,999,1560,.25149353E-3,.291E-4,0
STARLINK-36132,2025-293AB,2026-03-14T10:08:29.390496,14.98337045,.0003714,70.0008,82.6458,266.9427,93.1307,0,U,67028,999,1559,.32133156E-3,.3744E-4,0
STARLINK-36190,2025-293AC,2026-03-14T10:20:30.724224,14.98339687,.0003374,70.0002,82.6774,269.8178,90.2595,0,U,67029,999,1559,.45837052E-3,.5382E-4,0
STARLINK-36138,2025-294A,2026-03-14T19:50:36.385728,15.27641825,.00014648,43.0010,9.1713,263.8993,96.1692,0,U,67030,999,1558,.10406404E-2,.28539E-3,0
STARLINK-36150,2025-294B,2026-03-14T20:25:34.173408,15.27602348,.00011458,43.0000,8.4905,274.2894,85.7826,0,U,67031,999,1559,.11226514E-2,.30781E-3,0
STARLINK-36131,2025-294C,2026-03-14T20:42:14.097024,15.27573416,.00022868,43.0069,8.5821,266.2168,93.8422,0,U,67032,999,1559,-.35942966E-3,-.10138E-3,0
STARLINK-36137,2025-294D,2026-03-14T20:36:41.376672,15.27561579,.00009098,42.9986,8.5491,243.3511,116.7247,0,U,67033,999,1559,.11236124E-2,.30769E-3,0
STARLINK-36140,2025-294E,2026-03-14T12:22:02.523072,15.27636333,.00029931,42.9994,11.1310,278.6179,81.4333,0,U,67034,999,1553,.17090282E-2,.47153E-3,0
STARLINK-36085,2025-294F,2026-03-14T20:16:32.777184,15.27571632,.00007188,42.9966,9.2986,271.5263,88.5506,0,U,67035,999,1558,.77343979E-3,.21077E-3,0
STARLINK-36125,2025-294G,2026-03-14T19:33:58.107168,15.27621887,.00045576,43.0063,9.0787,274.6873,85.3458,0,U,67036,999,1558,.15011561E-2,.4134E-3,0
STARLINK-35732,2025-294H,2026-03-14T20:05:26.223648,15.27597818,.00020435,43.0027,9.2415,277.2613,82.8006,0,U,67037,999,1558,.11630496E-2,.31899E-3,0
STARLINK-35775,2025-294J,2026-03-14T20:49:37.295328,15.27622789,.00019741,43.0041,8.6176,270.7650,89.2975,0,U,67038,999,1560,.99296511E-3,.27199E-3,0
STARLINK-35705,2025-294K,2026-03-14T19:22:52.091904,15.27597467,.00010601,43.0045,9.0206,273.6706,86.4024,0,U,67039,999,1558,.13566486E-2,.37278E-3,0
STARLINK-35786,2025-294L,2026-03-14T20:01:43.979520,15.27569581,.00024878,43.0038,9.2248,264.9974,95.0594,0,U,67040,999,1558,.12562766E-2,.3446E-3,0
STARLINK-35765,2025-294M,2026-03-14T19:45:04.546656,15.27620635,.00019538,43.0032,9.1347,265.0863,94.9766,0,U,67041,999,1558,.17521375E-2,.4833E-3,0
STARLINK-35773,2025-294N,2026-03-14T21:15:32.005440,15.27615739,.00026672,43.0028,8.7522,285.8227,74.2331,0,U,67042,999,1559,.19039717E-2,.52565E-3,0
STARLINK-35901,2025-294P,2026-03-14T19:52:28.849152,15.27603329,.00014012,43.0018,9.1754,274.4128,85.6563,0,U,67043,999,1558,.10861589E-2,.29769E-3,0
STARLINK-35884,2025-294Q,2026-03-14T20:31:07.156416,15.27598642,.00014404,43.0025,8.5177,252.8672,107.2022,0,U,67044,999,1559,.78977255E-3,.21547E-3,0
STARLINK-35891,2025-294R,2026-03-14T20:10:58.629504,15.27599826,.00011767,42.9992,9.2687,289.5795,70.4929,0,U,67045,999,1558,.8580331E-3,.23438E-3,0
STARLINK-35721,2025-294S,2026-03-14T19:59:52.827648,15.27608150,.00003075,42.9988,9.2120,275.4980,84.5836,0,U,67046,999,1558,.1430321E-2,.39341E-3,0
STARLINK-35779,2025-294T,2026-03-14T21:04:25.580640,15.27625469,.00018312,43.0047,8.6936,271.4696,88.5946,0,U,67047,999,1559,.16373171E-2,.45133E-3,0
STARLINK-35905,2025-294U,2026-03-14T21:21:04.902048,15.27610238,.00022665,43.0025,8.7789,282.4245,77.6353,0,U,67048,999,1559,.10046737E-2,.27514E-3,0
STARLINK-35877,2025-294V,2026-03-14T20:07:17.042880,15.27604143,.00030638,43.0025,9.2532,280.0226,80.0279,0,U,67049,999,1558,.12213274E-2,.33526E-3,0
STARLINK-36078,2025-294W,2026-03-14T20:47:46.255776,15.27588607,.00013197,43.0033,8.6014,257.7159,102.3545,0,U,67050,999,1559,.10837026E-2,.29687E-3,0
STARLINK-35706,2025-294X,2026-03-14T21:13:41.534400,15.27635956,.0001235,43.0042,8.7353,262.6628,97.4083,0,U,67051,999,1559,.12672014E-2,.34833E-3,0
STARLINK-35720,2025-294Y,2026-03-14T22:36:44.050464,15.27636060,.00015048,43.0045,8.3080,258.0486,102.0197,0,U,67052,999,1560,.11235683E-2,.30838E-3,0
STARLINK-35739,2025-294Z,2026-03-14T19:54:19.652832,15.27607799,.00025786,43.0028,9.1794,278.4797,81.5763,0,U,67053,999,1558,.11619463E-2,.31879E-3,0
STARLINK-35754,2025-294AA,2026-03-14T21:06:16.485408,15.27617300,.00013529,43.0043,8.7004,191.7288,168.3533,0,U,67054,999,1559,.13953511E-2,.38379E-3,0
STARLINK-35790,2025-294AB,2026-03-14T19:58:01.709472,15.27598973,.0002255,43.0007,9.2003,276.3412,83.7183,0,U,67055,999,1558,.10901695E-2,.29877E-3,0
STARLINK-36143,2025-294AC,2026-03-14T20:58:52.586400,15.27620064,.00016041,43.0054,8.6629,252.6553,107.4124,0,U,67056,999,1559,.12872279E-2,.35373E-3,0
STARLINK-36141,2025-294AD,2026-03-14T20:53:19.222368,15.27612072,.00012365,43.0032,8.6328,268.4537,91.6173,0,U,67057,999,1559,.14654935E-2,.40325E-3,0
STARLINK-35767,2025-294AE,2026-03-14T20:09:07.783488,15.27580569,.00011317,42.9963,9.2564,276.8837,83.1886,0,U,67058,999,1558,.19820729E-2,.54687E-3,0
HULIANWANG DIGUI-119,2025-295A,2026-03-12T08:36:11.181600,13.39547948,.00005663,50.0096,13.3395,265.1296,94.9516,0,U,67059,999,1261,.1157131E-3,-.65E-6,0
HULIANWANG DIGUI-120,2025-295B,2026-03-11T23:17:34.992096,13.40365135,.00016529,50.0062,14.6300,5.8577,354.2319,0,U,67060,999,1256,.10929546E-3,-.68E-6,0
HULIANWANG DIGUI-121,2025-295C,2026-03-11T23:28:53.833440,13.40193766,.00005816,50.0004,14.6358,243.3299,116.7519,0,U,67061,999,1256,.11162287E-3,-.67E-6,0
HULIANWANG DIGUI-122,2025-295D,2026-03-11T23:06:20.717856,13.40600272,.00005992,50.0079,14.5845,170.5140,189.5749,0,U,67062,999,1256,.10890661E-3,-.68E-6,0
HULIANWANG DIGUI-123,2025-295E,2026-03-11T22:56:10.322592,13.40465295,.00004391,50.0058,14.5506,333.8859,26.1996,0,U,67063,999,1256,.13586306E-3,-.53E-6,0
HULIANWANG DIGUI-124,2025-295F,2026-03-12T00:32:37.696128,13.40670556,.00004499,50.0034,14.1988,169.1151,190.9735,0,U,67064,999,1257,.11300016E-3,-.66E-6,0
HULIANWANG DIGUI-125,2025-295G,2026-03-12T18:16:00.488064,13.40280141,.00012863,49.9987,11.4269,48.3101,311.7885,0,U,67065,999,1267,.1208229E-3,-.62E-6,0
HULIANWANG DIGUI-126,2025-295H,2026-03-11T22:24:16.547904,13.41096901,.00028673,49.9985,14.3887,32.3915,327.7137,0,U,67066,999,1256,.86144555E-4,-.8E-6,0
HULIANWANG DIGUI-127,2025-295J,2026-03-11T23:57:37.565280,13.40746120,.00001685,50.0049,14.0866,5.0309,355.0570,0,U,67067,999,1257,-.28737971E-3,-.287E-5,0
XIWANG-5 02,2025-296A,2026-03-14T21:57:58.583232,15.14798813,.00025113,41.3525,298.0214,226.3852,133.6760,0,U,67069,999,1393,.62919952E-3,.11726E-3,0
DEAR-5,2025-296B,2026-03-14T08:04:34.572864,15.17264665,.00185315,41.3587,298.9114,289.1139,70.7676,0,U,67070,999,1386,.31031922E-3,.6124E-4,0
RAISE-4,2025-297B,2026-03-14T21:15:45.707616,15.08236044,.00123607,97.4962,224.0616,6.7868,353.3526,0,U,67073,999,1367,.40236036E-3,.618E-4,0
STARLINK-36230,2025-298A,2026-03-14T22:57:23.332320,14.99165523,.00024232,70.0027,1.2853,259.8704,100.2182,0,U,67075,999,1400,.5200437E-3,.6253E-4,0
STARLINK-36240,2025-298B,2026-03-14T22:44:22.731648,14.99150191,.00024107,70.0023,1.2513,268.6488,91.4395,0,U,67076,999,1400,.38212397E-3,.4567E-4,0
STARLINK-36243,2025-298C,2026-03-14T21:38:09.530880,14.98332028,.00020346,70.0014,1.4930,277.4199,82.6729,0,U,67077,999,1399,.14119642E-2,.16795E-3,0
STARLINK-36236,2025-298D,2026-03-14T16:00:01.999584,14.98302853,.00034265,70.0014,2.0337,265.7264,313.3352,0,U,67078,999,590,.56494503E-2,.67926E-3,0
STARLINK-36159,2025-298E,2026-03-14T22:09:14.615712,14.99145349,.00023318,70.0016,1.1747,269.1796,90.9096,0,U,67079,999,1400,.3818004E-3,.4562E-4,0
STARLINK-36158,2025-298F,2026-03-14T21:49:53.753952,14.98361620,.00018414,70.0018,1.1198,255.8730,104.2224,0,U,67080,999,1400,.16299205E-2,.19424E-3,0
STARLINK-35864,2025-298G,2026-03-14T22:01:53.560128,14.98338078,.00029392,70.0012,1.1490,270.5149,89.5673,0,U,67081,999,1400,.54444091E-3,.641E-4,0
STARLINK-36035,2025-298H,2026-03-14T22:00:01.999584,14.98373201,.0003372,70.0011,1.2032,283.0568,25.0082,0,U,67082,999,589,-.24296414E-2,-.28997E-3,0
STARLINK-36170,2025-298J,2026-03-14T21:22:14.491200,14.99155959,.00020033,70.0029,1.4513,266.3735,93.7195,0,U,67083,999,1399,.9728182E-4,.1092E-4,0
STARLINK-36166,2025-298K,2026-03-14T16:00:01.999584,14.98306908,.00028007,70.0009,2.0533,267.9590,289.4571,0,U,67084,999,591,.61433017E-2,.73942E-3,0
STARLINK-35794,2025-298L,2026-03-14T22:46:33.272544,14.99120782,.00026424,70.0014,1.2597,273.5804,86.5053,0,U,67085,999,1400,.25594095E-3,.3025E-4,0
STARLINK-35841,2025-298M,2026-03-14T21:24:45.898560,14.99149467,.00022834,70.0024,1.4559,272.0622,88.0276,0,U,67086,999,1399,.45822126E-3,.5495E-4,0
STARLINK-35842,2025-298N,2026-03-14T22:40:31.075104,14.99147893,.00025905,70.0016,1.2523,268.1140,91.9723,0,U,67087,999,1400,.34679981E-3,.4135E-4,0
STARLINK-35882,2025-298P,2026-03-14T21:37:53.072544,14.98344766,.0002786,70.0010,1.4865,266.3155,93.7686,0,U,67088,999,1399,.74653227E-3,.8829E-4,0
STARLINK-35763,2025-298Q,2026-03-14T21:44:09.842208,14.98345767,.00027243,70.0015,1.5066,270.7936,89.2911,0,U,67089,999,1399,.10877642E-2,.12915E-3,0
STARLINK-36060,2025-298R,2026-03-14T22:32:11.220864,14.98340415,.00024449,70.0020,1.2188,272.5112,87.5767,0,U,67090,999,1400,.37727974E-3,.4413E-4,0
STARLINK-36097,2025-298S,2026-03-14T22:48:16.863552,15.26952363,.00036374,70.0007,359.6659,216.2841,143.8086,0,U,67091,999,1404,.35612969E-2,.95594E-3,0
STARLINK-35792,2025-298T,2026-03-14T21:23:00.550176,14.99149074,.00025202,70.0022,1.4549,272.0988,87.9882,0,U,67092,999,1399,.29979171E-3,.3562E-4,0
STARLINK-35784,2025-298U,2026-03-14T22:37:23.235456,14.99162533,.00029131,70.0014,1.2361,269.4381,90.6445,0,U,67093,999,1400,.28739984E-3,.3412E-4,0
STARLINK-36202,2025-298V,2026-03-14T22:24:19.455264,14.99147586,.00026973,70.0018,1.2023,268.2238,91.8613,0,U,67094,999,1400,.61615456E-3,.7423E-4,0
STARLINK-36227,2025-298W,2026-03-14T22:30:29.667168,14.99151222,.00024728,70.0021,1.2136,265.9981,94.0896,0,U,67095,999,1400,.45389193E-3,.5443E-4,0
STARLINK-36228,2025-298X,2026-03-14T22:50:26.443680,14.99150663,.00024426,70.0031,1.2612,270.3809,89.7070,0,U,67096,999,1400,.44385211E-3,.532E-4,0
STARLINK-36222,2025-298Y,2026-03-14T22:00:01.999584,14.98391869,.0003003,70.0019,1.3968,249.7077,238.2877,0,U,67097,999,585,-.2907989E-2,-.34675E-3,0
STARLINK-36205,2025-298Z,2026-03-14T22:33:01.267200,14.99159634,.00025685,70.0039,1.2239,267.2308,92.8557,0,U,67098,999,1400,.63841765E-4,.685E-5,0
STARLINK-36193,2025-298AA,2026-03-14T22:10:11.712288,14.99150442,.00021752,70.0018,1.1780,263.6423,96.4489,0,U,67099,999,1400,.42904202E-3,.5139E-4,0
STARLINK-36215,2025-298AB,2026-03-14T22:37:53.746752,14.99151476,.00023243,70.0020,1.2270,268.7160,91.3733,0,U,67100,999,1400,.57193374E-3,.6884E-4,0
STARLINK-36200,2025-298AC,2026-03-14T21:32:07.393920,14.98286392,.00022061,70.0009,1.4752,242.9771,117.1163,0,U,67101,999,1399,.2840171E-2,.3392E-3,0
STARLINK-36255,2025-299A,2026-03-14T15:39:15.278688,15.28458022,.00026276,43.0042,141.1085,247.8433,112.2141,0,U,67102,999,1387,.14326566E-2,.40456E-3,0
STARLINK-36256,2025-299B,2026-03-14T22:00:01.999584,15.27597154,.00016012,43.0021,139.5060,267.5208,154.8289,0,U,67103,999,569,-.14435778E-3,-.4235E-4,0
STARLINK-36258,2025-299C,2026-03-14T12:39:08.846208,15.27618987,.00014452,42.9997,141.8866,274.4747,85.5939,0,U,67104,999,1385,.1031663E-2,.2827E-3,0
STARLINK-36261,2025-299D,2026-03-14T22:00:01.999584,15.27576980,.00013826,43.0019,139.5404,265.2260,143.0306,0,U,67105,999,589,-.87598431E-4,-.2672E-4,0
STARLINK-36259,2025-299E,2026-03-14T22:00:01.999584,15.27575106,.0001291,43.0006,139.1615,260.6138,303.2950,0,U,67106,999,585,.23941039E-3,.6331E-4,0
STARLINK-36196,2025-299F,2026-03-14T21:49:16.875840,15.27624105,.00019917,43.0010,139.5921,251.2221,108.8414,0,U,67107,999,1391,.98801793E-3,.27063E-3,0
STARLINK-36208,2025-299G,2026-03-14T21:03:00.413568,15.27627163,.00027062,42.9989,139.3429,279.8147,80.2399,0,U,67108,999,1391,.15184667E-2,.41823E-3,0
STARLINK-35764,2025-299H,2026-03-14T21:30:33.497856,15.28433944,.00008302,42.9991,139.4977,300.0249,60.0520,0,U,67109,999,1500,.14360923E-2,.40522E-3,0
STARLINK-35781,2025-299J,2026-03-14T22:00:01.999584,15.27586365,.00013312,43.0006,139.7557,271.5852,44.6849,0,U,67110,999,564,-.47985996E-3,-.13445E-3,0
STARLINK-35875,2025-299K,2026-03-14T22:00:01.999584,15.27578630,.00016666,43.0005,139.3092,262.4724,237.7583,0,U,67111,999,580,-.33271798E-3,-.9406E-4,0
STARLINK-35906,2025-299L,2026-03-14T12:43:19.792416,15.28451713,.00010524,43.0023,141.9088,289.5354,70.5385,0,U,67112,999,1385,.36938832E-2,.105632E-2,0
STARLINK-35789,2025-299M,2026-03-14T16:00:01.999584,15.28366635,.00014408,43.0028,141.1381,287.3029,105.3013,0,U,67113,999,560,.19794482E-2,.55956E-3,0
STARLINK-36180,2025-299N,2026-03-14T12:33:51.760800,15.28472032,.00009667,43.0010,141.8577,274.4667,85.6074,0,U,67114,999,1385,.15144852E-2,.42812E-3,0
STARLINK-35892,2025-299P,2026-03-14T22:00:01.999584,15.27591410,.00010878,43.0007,139.2457,209.2647,319.2120,0,U,67115,999,590,-.33806848E-3,-.9556E-4,0
STARLINK-35738,2025-299Q,2026-03-14T22:00:01.999584,15.28423032,.00017111,43.0005,139.1227,277.4651,301.7794,0,U,67116,999,585,-.32287686E-3,-.937E-4,0
STARLINK-35674,2025-299R,2026-03-14T22:00:01.999584,15.27577176,.00017576,43.0017,139.4518,257.9783,185.6371,0,U,67117,999,584,.50632164E-3,.13696E-3,0
STARLINK-35701,2025-299S,2026-03-14T21:17:49.194816,15.27597190,.00009887,43.0029,139.4204,310.1982,49.8783,0,U,67118,999,1391,.14969828E-2,.41183E-3,0
STARLINK-36179,2025-299T,2026-03-14T22:00:01.999584,15.27564915,.00019833,43.0016,139.3994,260.9152,203.9425,0,U,67119,999,584,-.33862135E-3,-.9565E-4,0
STARLINK-36217,2025-299U,2026-03-14T12:50:15.005760,15.27605662,.00012238,42.9989,141.9399,268.0788,91.9923,0,U,67120,999,1385,.10309665E-2,.28239E-3,0
STARLINK-36124,2025-299V,2026-03-14T15:38:13.067232,15.27629278,.00008921,42.9984,141.0959,206.0894,153.9913,0,U,67121,999,1387,.15301813E-2,.4215E-3,0
STARLINK-36188,2025-299W,2026-03-14T15:53:37.892832,15.28440711,.00015541,42.9990,141.1781,265.9546,94.1129,0,U,67122,999,1387,.67976037E-3,.1899E-3,0
STARLINK-36151,2025-299X,2026-03-14T22:00:01.999584,15.27592042,.00015381,43.0004,139.2963,261.7463,245.5092,0,U,67123,999,590,-.25069629E-3,-.7157E-4,0
STARLINK-36195,2025-299Y,2026-03-14T22:00:01.999584,15.28400738,.00008881,43.0005,139.0149,299.5278,324.0949,0,U,67124,999,590,-.33179359E-3,-.9614E-4,0
STARLINK-36219,2025-299Z,2026-03-14T22:00:01.999584,15.27586286,.0001383,43.0017,139.4612,246.5529,190.0044,0,U,67125,999,590,-.17069511E-3,-.4957E-4,0
STARLINK-36223,2025-299AA,2026-03-14T21:28:55.824384,15.27576463,.00022732,42.9993,139.4795,262.1005,97.9589,0,U,67126,999,1391,.92185482E-3,.2519E-3,0
STARLINK-36164,2025-299AB,2026-03-14T13:17:47.667552,15.27610540,.00018149,42.9986,141.2159,273.8976,86.1668,0,U,67127,999,1386,.12051729E-2,.33082E-3,0
STARLINK-35685,2025-299AC,2026-03-14T22:00:01.999584,15.27574133,.0001276,43.0006,139.2105,262.2456,280.4085,0,U,67128,999,590,-.41359081E-3,-.11623E-3,0
STARLINK-36214,2025-299AD,2026-03-14T22:00:01.999584,15.27614878,.00016723,43.0000,139.8151,294.2585,353.5806,0,U,67129,999,580,.51927425E-3,.1407E-3,0
STARLINK-36194,2025-299AE,2026-03-14T22:00:01.999584,15.27587643,.00013842,43.0017,139.4112,263.9810,193.7930,0,U,67130,999,590,-.93016581E-4,-.2821E-4,0
ZIYUAN 3-04 (ZY 3-04),2025-300A,2026-03-14T21:45:09.112608,15.21118823,.00059854,97.4787,152.4883,284.5689,75.4882,0,U,67131,999,1350,.30783854E-3,.6784E-4,0
KUIPER-00144,2025-301A,2026-03-14T03:15:31.900032,15.38558825,.00077567,51.8694,43.5226,48.0095,312.1552,0,U,67133,999,1442,.14287505E-2,.55303E-3,0
KUIPER-00164,2025-301B,2026-03-14T22:00:01.999584,14.99669472,.0004604,51.8889,43.1922,104.7327,287.2279,0,U,67134,999,590,.19218815E-2,.23777E-3,0
KUIPER-00175,2025-301C,2026-03-14T22:00:01.999584,15.28944167,.00023378,51.8801,40.0646,75.4531,149.9057,0,U,67135,999,508,.16530448E-2,.47088E-3,0
KUIPER-00179,2025-301D,2026-03-14T22:00:01.999584,15.01397700,.00025574,51.8906,42.8185,100.4881,215.1907,0,U,67136,999,537,.19535609E-2,.25305E-3,0
KUIPER-00181,2025-301E,2026-03-14T22:18:35.297280,14.76454278,.0001958,51.9023,54.0573,102.2240,257.8940,0,U,67137,999,1450,.5261468E-3,.3482E-4,0
KUIPER-00183,2025-301F,2026-03-14T03:19:37.116192,15.28358162,.00143827,51.8660,44.9009,74.9102,285.3471,0,U,67138,999,1457,.10454342E-2,.29125E-3,0
KUIPER-00184,2025-301G,2026-03-14T22:00:01.999584,15.26645772,.00122777,51.8691,40.6886,69.9493,139.6097,0,U,67139,999,582,-.59177218E-1,-.1429847E-1,0
KUIPER-00186,2025-301H,2026-03-14T04:04:47.136000,14.79901569,.00008742,51.9025,58.3003,83.3446,276.7616,0,U,67140,999,1422,-.56476566E-3,-.452E-4,0
KUIPER-00187,2025-301J,2026-03-14T04:00:54.186048,14.79948211,.00006789,51.9028,60.8239,89.1571,270.9469,0,U,67141,999,1418,.61307269E-3,.4457E-4,0
KUIPER-00188,2025-301K,2026-03-14T22:34:17.459904,15.38139933,.00095706,51.8680,39.9054,65.9834,294.2154,0,U,67142,999,1454,.12504793E-2,.47669E-3,0
KUIPER-00191,2025-301L,2026-03-14T03:23:57.353856,14.79955875,.00008123,51.9023,53.4597,13.6223,346.4762,0,U,67143,999,1431,-.51235459E-3,-.4127E-4,0
KUIPER-00196,2025-301M,2026-03-14T21:24:17.288928,15.38797967,.00042853,51.8721,39.6122,40.2669,319.8635,0,U,67144,999,1454,.18473214E-2,.72301E-3,0
KUIPER-00204,2025-301N,2026-03-14T16:50:37.574592,15.26146647,.00030029,51.8862,46.4335,20.0307,340.0793,0,U,67145,999,1454,.10294841E-2,.26716E-3,0
KUIPER-00210,2025-301P,2026-03-14T22:00:01.999584,14.79979312,.00011488,51.8993,49.9882,116.7430,235.3255,0,U,67146,999,519,.34484344E-2,.26199E-3,0
KUIPER-00221,2025-301Q,2026-03-14T22:39:13.831776,14.79914662,.00009836,51.9019,57.3728,84.5401,275.5673,0,U,67147,999,1430,.63826563E-3,.4646E-4,0
